"Edad","Abandono","Viajes","Departamento","DistanciaDesdeCasa","Educacion","CampoDeEducacion","SatisfaccionEnAmbiente","Genero","Implicacion","NivelCargo","Puesto","SatisfaccionEnTrabajo","EstadoCivil","SueldoMensual","NumEmpresasTrabajadas","HorasExtra","PorcentajeAumentoSalarial","Rendimiento","RelacionSatisfaccion","NivelAcciones","AnosTotalesTrabajados","CursosUltimoAno","EquilibrioVidaTrabajo","AnosEnEmpresa","AnosEnPuestoActual","AnosDesdeUltimaPromocion","AnosConJefeActual","BeneficioNeto"
24,"No","Viaja_Raramente","Investigacion & Desarrollo",17,2,"Otro",4,"Hombre",2,1,"Tecnico de Laboratorio",2,"Casado",2127,1,"No",21,4,4,1,1,2,3,1,0,0,0,64237.0814627547
50,"No","Viaja_frecuentemente","Recursos Humanos",3,3,"Medicina",1,"Hombre",3,5,"Manager",2,"Casado",18200,1,"No",11,3,3,1,32,2,3,32,5,10,7,35684.8984178465
25,"No","Viaja_Raramente","Ventas",13,1,"Medicina",2,"Hombre",3,1,"Representante de Ventas",3,"Casado",2096,1,"No",11,3,3,0,7,1,3,7,4,0,6,21842.4798911097
24,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",7,3,"Ciencias de la Salud",1,"Mujer",3,1,"Tecnico de Laboratorio",3,"Casado",2886,1,"Si",16,3,4,1,6,4,3,6,3,1,2,67277.5388843649
30,"Si","Viaja_frecuentemente","Ventas",12,4,"Ciencias de la Salud",2,"Hombre",2,1,"Representante de Ventas",1,"Casado",2033,1,"No",18,3,3,1,1,0,4,1,0,0,0,29781.2615564366
34,"No","Viaja_Raramente","Investigacion & Desarrollo",1,2,"Ciencias de la Salud",2,"Hombre",2,1,"Investigador Cientifico",4,"Casado",3622,1,"Si",13,3,4,1,6,3,3,6,5,1,3,97505.4152393943
31,"Si","Viaja_Raramente","Ventas",13,4,"Medicina",2,"Hombre",3,2,"Ejecutivo de Ventas",1,"Divorciado",4233,2,"No",17,3,3,0,9,2,1,3,1,1,2,46762.0793458875
35,"No","Viaja_Raramente","Investigacion & Desarrollo",25,2,"Otro",1,"Hombre",2,2,"Tecnico de Laboratorio",4,"Soltero",3681,4,"No",14,3,4,0,9,3,3,3,2,0,2,6250.75468646618
31,"No","Viaja_Raramente","Ventas",6,4,"Medicina",1,"Hombre",4,2,"Ejecutivo de Ventas",4,"Divorciado",5460,4,"No",22,4,4,2,13,4,4,7,7,5,7,16536.0025884435
27,"No","Viaja_Raramente","Investigacion & Desarrollo",6,4,"Medicina",1,"Mujer",2,1,"Investigador Cientifico",3,"Divorciado",2187,0,"No",12,3,3,2,6,5,2,5,3,0,3,12069.182465962
37,"No","Viaja_Raramente","Ventas",2,3,"Marketing",4,"Hombre",3,2,"Ejecutivo de Ventas",3,"Casado",9602,4,"Si",11,3,3,1,17,3,2,3,0,1,0,73096.6639316512
20,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",4,"Mujer",2,1,"Investigador Cientifico",2,"Soltero",2836,1,"No",13,3,4,0,1,0,4,1,0,0,0,59060.3095031663
42,"No","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Ciencias de la Salud",3,"Mujer",3,2,"Representante de Salud",4,"Casado",4089,1,"No",13,3,2,2,10,4,3,10,2,2,2,43369.0609312176
43,"No","Viaja_Raramente","Investigacion & Desarrollo",6,4,"Otro",2,"Hombre",2,4,"Director de Investigacion",4,"Divorciado",16627,4,"Si",14,3,3,1,21,3,2,1,0,0,0,30948.2230732164
38,"No","Viaja_Raramente","Investigacion & Desarrollo",1,1,"Ciencias de la Salud",3,"Mujer",3,1,"Investigador Cientifico",1,"Soltero",2619,3,"No",17,3,4,0,8,3,2,0,0,0,0,35842.5853573142
43,"No","Viaja_frecuentemente","Investigacion & Desarrollo",9,5,"Medicina",4,"Hombre",3,2,"Tecnico de Laboratorio",3,"Divorciado",5679,3,"Si",13,3,2,1,10,3,3,8,7,4,7,99476.7759896452
48,"No","Viaja_Raramente","Investigacion & Desarrollo",1,4,"Ciencias de la Salud",4,"Mujer",2,4,"Manager",1,"Casado",15402,7,"No",11,3,1,1,21,3,1,3,2,0,2,86515.5735118517
44,"No","Viaja_Raramente","Recursos Humanos",1,4,"Ciencias de la Salud",1,"Mujer",2,2,"Recursos Humanos",3,"Soltero",5985,4,"No",11,3,2,0,10,1,4,2,2,0,2,57932.3809554671
34,"No","Viaja_Raramente","Ventas",14,3,"Tecnico",3,"Mujer",3,1,"Representante de Ventas",3,"Divorciado",2579,1,"Si",18,3,4,2,8,3,3,8,2,0,6,17241.4453456418
27,"Si","Viaja_Raramente","Ventas",2,1,"Marketing",3,"Hombre",3,1,"Representante de Ventas",1,"Divorciado",3041,0,"No",11,3,2,1,5,1,3,4,3,0,2,58971.2081011869
21,"No","Viaja_Raramente","Ventas",22,1,"Tecnico",3,"Hombre",3,1,"Representante de Ventas",3,"Soltero",3447,1,"No",11,3,3,0,3,2,3,3,2,1,2,67094.7993803403
44,"No","Viaja_Raramente","Investigacion & Desarrollo",3,4,"Otro",4,"Hombre",3,5,"Manager",4,"Casado",19513,4,"Si",12,3,1,1,26,2,4,2,2,0,1,33026.1317045956
22,"No","Viaja_Raramente","Investigacion & Desarrollo",6,1,"Medicina",1,"Hombre",3,1,"Investigador Cientifico",3,"Casado",2773,0,"No",20,4,4,0,3,3,3,2,2,2,2,5082.29992303383
33,"No","Viaja_Raramente","Ventas",8,4,"Marketing",3,"Hombre",3,2,"Ejecutivo de Ventas",3,"Divorciado",7104,0,"No",12,3,4,0,6,3,3,5,0,1,2,48164.8895447748
32,"No","Viaja_Raramente","Investigacion & Desarrollo",9,4,"Ciencias de la Salud",1,"Mujer",3,2,"Investigador Cientifico",4,"Casado",6322,1,"Si",12,3,4,1,6,2,2,6,4,0,5,29225.9721647054
30,"No","Viaja_frecuentemente","Investigacion & Desarrollo",3,3,"Medicina",3,"Mujer",3,1,"Investigador Cientifico",3,"Divorciado",2083,1,"No",20,4,3,1,1,2,3,1,0,0,0,7810.86227936643
53,"No","Viaja_Raramente","Ventas",1,1,"Medicina",4,"Mujer",3,2,"Ejecutivo de Ventas",1,"Soltero",8381,7,"No",20,4,4,0,18,2,4,14,7,8,10,11569.8788274716
34,"No","Viaja_Raramente","Investigacion & Desarrollo",1,5,"Ciencias de la Salud",2,"Hombre",3,1,"Investigador Cientifico",4,"Casado",2691,1,"No",12,3,4,1,10,4,2,10,9,8,8,18572.5556152516
45,"Si","Viaja_frecuentemente","Ventas",26,4,"Ciencias de la Salud",1,"Mujer",3,2,"Ejecutivo de Ventas",1,"Casado",4286,2,"No",14,3,4,2,5,4,3,1,1,0,0,74200.3530710608
26,"No","Viaja_Raramente","Investigacion & Desarrollo",6,3,"Ciencias de la Salud",3,"Mujer",3,1,"Tecnico de Laboratorio",4,"Casado",2659,1,"Si",13,3,3,1,3,2,3,3,2,0,2,33930.6369754066
37,"No","Viaja_Raramente","Investigacion & Desarrollo",3,3,"Otro",3,"Hombre",3,3,"Manufacturing Director",3,"Casado",9434,1,"No",15,3,3,1,10,2,3,10,7,7,8,40387.5694454645
29,"No","Viaja_Raramente","Ventas",3,2,"Medicina",2,"Mujer",3,2,"Ejecutivo de Ventas",3,"Casado",5561,1,"No",14,3,1,1,6,5,2,6,0,1,2,56726.7934509613
35,"No","Viaja_Raramente","Investigacion & Desarrollo",6,4,"Ciencias de la Salud",2,"Hombre",1,2,"Investigador Cientifico",4,"Soltero",6646,1,"No",13,3,2,0,17,3,3,17,11,11,8,34254.5473871726
33,"No","Viaja_frecuentemente","Investigacion & Desarrollo",6,3,"Ciencias de la Salud",3,"Hombre",3,2,"Representante de Salud",4,"Divorciado",7725,3,"No",23,4,3,1,15,2,1,13,11,4,7,46292.9917386488
54,"No","Viaja_Raramente","Recursos Humanos",19,4,"Medicina",3,"Hombre",3,3,"Recursos Humanos",2,"Casado",10725,2,"No",15,3,3,1,16,1,4,9,7,7,1,36525.17428781
36,"No","Viaja_Raramente","Investigacion & Desarrollo",9,2,"Medicina",2,"Hombre",2,2,"Manufacturing Director",2,"Divorciado",8847,2,"Si",11,3,3,1,13,2,3,3,2,0,2,37920.4000024898
27,"No","Viaja_Raramente","Investigacion & Desarrollo",3,4,"Medicina",1,"Hombre",2,1,"Investigador Cientifico",4,"Soltero",2045,0,"No",13,3,4,0,5,0,3,4,2,1,1,81107.6727085421
20,"Si","Viaja_Raramente","Investigacion & Desarrollo",10,1,"Medicina",4,"Hombre",3,1,"Investigador Cientifico",3,"Soltero",1009,1,"Si",11,3,4,0,1,5,3,1,0,1,1,53644.4454880679
33,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",3,3,"Ciencias de la Salud",1,"Hombre",3,1,"Investigador Cientifico",1,"Soltero",3348,1,"Si",11,3,1,0,10,3,3,10,8,9,7,26972.0662332927
35,"No","No_Viaja","Investigacion & Desarrollo",3,3,"Ciencias de la Salud",3,"Hombre",2,1,"Tecnico de Laboratorio",3,"Casado",1281,1,"No",18,3,3,2,1,3,3,1,0,0,0,19367.6649110474
23,"No","Viaja_Raramente","Investigacion & Desarrollo",4,3,"Medicina",1,"Hombre",4,1,"Investigador Cientifico",1,"Casado",2819,2,"No",16,3,1,1,5,3,4,3,2,0,2,45605.4708268873
25,"No","Viaja_Raramente","Ventas",8,3,"Ciencias de la Salud",4,"Hombre",4,2,"Ejecutivo de Ventas",2,"Casado",4851,0,"No",22,4,3,1,4,4,3,3,2,1,2,56421.4631294305
38,"No","Viaja_Raramente","Ventas",7,4,"Marketing",4,"Mujer",2,2,"Ejecutivo de Ventas",4,"Soltero",4028,0,"No",20,4,1,0,8,2,3,7,7,0,5,67592.8315903457
29,"No","Viaja_frecuentemente","Investigacion & Desarrollo",1,4,"Ciencias de la Salud",2,"Hombre",1,1,"Investigador Cientifico",4,"Divorciado",2720,1,"No",18,3,4,1,10,5,3,10,7,2,8,3005.87757067955
48,"No","Viaja_Raramente","Ventas",2,1,"Marketing",2,"Hombre",4,2,"Ejecutivo de Ventas",2,"Casado",8120,3,"No",12,3,4,0,12,3,3,2,2,2,2,48514.8602883861
27,"No","Viaja_frecuentemente","Ventas",3,1,"Medicina",4,"Mujer",4,2,"Ejecutivo de Ventas",4,"Divorciado",4647,1,"Si",20,4,2,2,6,3,3,6,5,0,4,73000.8483884364
37,"No","Viaja_Raramente","Investigacion & Desarrollo",10,2,"Ciencias de la Salud",4,"Hombre",4,1,"Investigador Cientifico",4,"Soltero",4680,3,"No",17,3,1,0,4,2,3,1,0,0,0,42793.5724015037
50,"No","Viaja_Raramente","Investigacion & Desarrollo",28,1,"Medicina",4,"Hombre",4,1,"Tecnico de Laboratorio",3,"Casado",3221,1,"Si",11,3,3,3,20,3,3,20,8,3,8,105029.696085893
34,"No","Viaja_Raramente","Investigacion & Desarrollo",9,3,"Medicina",4,"Mujer",2,3,"Representante de Salud",2,"Soltero",8621,1,"No",14,3,2,0,9,3,4,8,7,7,7,15683.7630337937
24,"Si","Viaja_Raramente","Ventas",3,2,"Ciencias de la Salud",1,"Mujer",3,2,"Ejecutivo de Ventas",3,"Soltero",4577,9,"No",14,3,1,0,4,3,3,2,2,2,0,19844.8785097184
39,"No","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Tecnico",4,"Mujer",2,2,"Representante de Salud",3,"Soltero",4553,1,"No",11,3,1,0,20,4,3,20,7,11,10,14234.6241690289
32,"No","Viaja_Raramente","Ventas",10,3,"Marketing",4,"Hombre",3,2,"Ejecutivo de Ventas",4,"Soltero",5396,1,"No",12,3,4,0,10,2,2,10,7,0,8,41575.8684847219
50,"Si","Viaja_frecuentemente","Ventas",8,2,"Tecnico",2,"Hombre",3,2,"Ejecutivo de Ventas",3,"Casado",6796,3,"Si",14,3,1,1,18,4,3,4,3,1,3,106474.177491963
38,"No","Viaja_Raramente","Investigacion & Desarrollo",1,4,"Ciencias de la Salud",2,"Mujer",4,2,"Representante de Salud",4,"Soltero",7625,0,"No",13,3,3,0,10,4,2,9,7,1,8,33638.2723456381
27,"No","Viaja_Raramente","Investigacion & Desarrollo",1,2,"Ciencias de la Salud",3,"Mujer",3,3,"Manufacturing Director",1,"Casado",7412,1,"No",11,3,4,0,9,3,3,9,7,0,7,12564.1922018914
32,"No","Viaja_Raramente","Investigacion & Desarrollo",3,2,"Ciencias de la Salud",3,"Mujer",3,3,"Director de Investigacion",4,"Soltero",11159,3,"No",15,3,4,0,10,6,3,7,7,7,7,27945.4147965687
47,"No","Viaja_Raramente","Ventas",14,4,"Marketing",4,"Hombre",3,2,"Ejecutivo de Ventas",1,"Soltero",4960,2,"No",12,3,4,0,20,2,3,7,7,1,7,23780.259336641
40,"No","Viaja_frecuentemente","Ventas",5,4,"Ciencias de la Salud",4,"Hombre",2,3,"Ejecutivo de Ventas",1,"Casado",10475,5,"Si",21,4,3,1,20,2,3,18,13,1,12,44999.3342272958
53,"No","Viaja_Raramente","Investigacion & Desarrollo",7,3,"Ciencias de la Salud",3,"Hombre",4,4,"Director de Investigacion",3,"Casado",14814,3,"No",19,3,3,0,32,3,3,5,1,1,3,68008.5047347433
41,"No","Viaja_Raramente","Recursos Humanos",10,4,"Recursos Humanos",2,"Hombre",2,5,"Manager",4,"Divorciado",19141,3,"No",15,3,2,3,23,2,2,21,6,12,6,48447.5771405002
60,"No","Viaja_Raramente","Ventas",16,4,"Marketing",1,"Hombre",3,2,"Ejecutivo de Ventas",1,"Soltero",5405,8,"No",14,3,4,0,10,1,3,2,2,2,2,1395.47217725406
27,"No","Viaja_frecuentemente","Investigacion & Desarrollo",10,2,"Ciencias de la Salud",4,"Hombre",3,3,"Manufacturing Director",1,"Divorciado",8793,1,"No",21,4,3,2,9,4,2,9,7,1,7,9028.53388407722
41,"No","Viaja_Raramente","Recursos Humanos",1,3,"Recursos Humanos",4,"Hombre",2,5,"Manager",3,"Casado",19189,1,"No",12,3,2,1,22,3,3,22,7,2,10,45407.5591559032
50,"No","Viaja_Raramente","Ventas",8,4,"Marketing",4,"Hombre",3,1,"Representante de Ventas",2,"Casado",3875,7,"No",15,3,4,1,4,2,3,2,2,2,2,98479.4199573299
28,"Si","Viaja_Raramente","Investigacion & Desarrollo",1,2,"Ciencias de la Salud",1,"Mujer",1,1,"Investigador Cientifico",2,"Soltero",2216,7,"Si",13,3,4,0,10,4,3,7,7,3,7,56657.6124105751
36,"No","No_Viaja","Investigacion & Desarrollo",8,3,"Ciencias de la Salud",1,"Mujer",4,3,"Director de Investigacion",1,"Casado",11713,9,"No",14,3,1,1,10,2,3,8,7,0,5,5428.58553634342
38,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",3,"Mujer",3,3,"Manufacturing Director",3,"Soltero",7861,4,"Si",14,3,4,0,10,4,4,1,0,0,0,66972.3821254741
44,"No","No_Viaja","Investigacion & Desarrollo",24,3,"Medicina",1,"Hombre",1,1,"Tecnico de Laboratorio",3,"Soltero",3708,2,"No",14,3,3,0,9,5,3,5,2,1,4,77902.1602090059
47,"No","Viaja_frecuentemente","Ventas",3,3,"Medicina",4,"Mujer",3,4,"Ejecutivo de Ventas",3,"Divorciado",13770,9,"Si",12,3,4,2,28,2,2,22,2,11,13,118443.523926909
30,"No","Viaja_Raramente","Ventas",27,5,"Marketing",3,"Hombre",3,2,"Ejecutivo de Ventas",4,"Divorciado",5304,7,"No",23,4,4,1,10,2,2,8,7,7,7,31865.4772822092
29,"No","Viaja_Raramente","Ventas",10,3,"Ciencias de la Salud",3,"Hombre",3,1,"Representante de Ventas",3,"Soltero",2642,1,"No",11,3,3,0,1,6,3,1,0,0,0,40036.4738858193
42,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",19,3,"Medicina",3,"Hombre",4,1,"Investigador Cientifico",3,"Divorciado",2759,6,"Si",12,3,4,0,7,2,3,2,2,2,2,67091.6484605596
43,"No","Viaja_frecuentemente","Ventas",15,3,"Ciencias de la Salud",4,"Hombre",2,2,"Ejecutivo de Ventas",4,"Casado",6804,3,"No",18,3,3,1,7,5,3,2,2,2,2,11002.7592183825
34,"No","Viaja_Raramente","Investigacion & Desarrollo",8,2,"Medicina",2,"Mujer",3,2,"Representante de Salud",3,"Soltero",6142,3,"No",11,3,4,0,10,2,3,5,1,4,3,100800.519237381
23,"No","Viaja_Raramente","Investigacion & Desarrollo",9,1,"Medicina",2,"Hombre",3,1,"Tecnico de Laboratorio",1,"Casado",2500,1,"No",14,3,4,1,5,2,4,4,3,0,2,16053.6700027167
39,"No","Viaja_Raramente","Recursos Humanos",3,3,"Recursos Humanos",3,"Mujer",4,2,"Recursos Humanos",2,"Casado",6389,9,"No",15,3,3,1,12,3,1,8,3,3,6,33888.9706996091
56,"No","Viaja_Raramente","Investigacion & Desarrollo",9,3,"Medicina",3,"Hombre",3,4,"Representante de Salud",4,"Casado",11103,7,"No",11,3,3,0,30,1,2,10,7,1,1,22411.5984481733
40,"No","Viaja_Raramente","Investigacion & Desarrollo",2,1,"Medicina",4,"Mujer",2,1,"Investigador Cientifico",4,"Soltero",2342,0,"Si",20,4,4,0,5,2,2,4,2,2,3,4850.94105185854
27,"No","Viaja_Raramente","Investigacion & Desarrollo",7,3,"Medicina",4,"Mujer",2,2,"Representante de Salud",1,"Soltero",6811,8,"No",19,3,1,0,9,2,1,7,6,0,7,53742.7535616536
29,"No","Viaja_Raramente","Ventas",10,3,"Marketing",4,"Hombre",3,1,"Representante de Ventas",2,"Divorciado",2297,1,"No",14,3,4,2,2,2,3,2,2,2,2,24489.0774915953
53,"No","Viaja_Raramente","Investigacion & Desarrollo",6,3,"Ciencias de la Salud",4,"Hombre",3,2,"Tecnico de Laboratorio",4,"Soltero",2450,2,"No",17,3,4,0,19,4,3,2,2,2,2,80582.7873319469
35,"No","No_Viaja","Investigacion & Desarrollo",2,4,"Ciencias de la Salud",4,"Mujer",3,2,"Representante de Salud",1,"Divorciado",5093,2,"No",11,3,1,1,16,2,4,1,0,0,0,102743.49448285
32,"No","Viaja_frecuentemente","Investigacion & Desarrollo",24,4,"Ciencias de la Salud",1,"Hombre",3,2,"Tecnico de Laboratorio",4,"Casado",5309,1,"No",15,3,4,2,10,2,3,10,8,4,7,38389.7892361116
38,"No","Viaja_Raramente","Investigacion & Desarrollo",2,5,"Medicina",4,"Hombre",3,1,"Investigador Cientifico",3,"Casado",3057,6,"Si",13,3,2,1,6,0,1,1,0,0,1,45297.3973197451
34,"No","Viaja_Raramente","Investigacion & Desarrollo",8,5,"Ciencias de la Salud",2,"Mujer",3,2,"Manufacturing Director",1,"Divorciado",5121,3,"No",14,3,3,1,7,3,3,0,0,0,0,64100.3036235527
52,"No","Viaja_Raramente","Ventas",3,4,"Marketing",3,"Hombre",2,4,"Manager",1,"Casado",16856,1,"No",11,3,1,0,34,3,4,34,6,1,16,56779.7121575613
33,"Si","Viaja_Raramente","Investigacion & Desarrollo",1,4,"Otro",4,"Hombre",3,1,"Investigador Cientifico",4,"Soltero",2686,1,"Si",13,3,3,0,10,2,2,10,9,7,8,16572.7778305312
25,"No","Viaja_Raramente","Ventas",26,1,"Medicina",3,"Mujer",3,2,"Ejecutivo de Ventas",4,"Soltero",6180,1,"No",23,4,2,0,6,5,2,6,5,1,4,72927.1586856991
45,"No","Viaja_Raramente","Ventas",2,2,"Tecnico",2,"Hombre",1,2,"Representante de Ventas",3,"Soltero",6632,0,"No",13,3,1,0,9,3,3,8,7,3,1,59856.7930979121
23,"No","Viaja_Raramente","Investigacion & Desarrollo",10,1,"Medicina",1,"Hombre",4,1,"Investigador Cientifico",3,"Soltero",3505,1,"No",18,3,4,0,2,3,3,2,2,0,2,64050.9284666776
47,"Si","Viaja_frecuentemente","Ventas",27,2,"Ciencias de la Salud",2,"Mujer",4,2,"Ejecutivo de Ventas",3,"Soltero",6397,4,"Si",12,3,4,0,8,2,3,5,4,1,3,5927.13128400557
34,"No","Viaja_Raramente","Ventas",2,3,"Otro",4,"Hombre",3,2,"Ejecutivo de Ventas",4,"Soltero",6274,1,"No",22,4,3,0,6,5,3,6,5,1,4,-20880.3742044937
55,"Si","Viaja_Raramente","Investigacion & Desarrollo",2,3,"Medicina",4,"Hombre",3,5,"Manager",1,"Casado",19859,5,"Si",13,3,4,1,24,2,3,5,2,1,4,20087.097115879
36,"No","No_Viaja","Ventas",8,4,"Ciencias de la Salud",1,"Hombre",2,3,"Ejecutivo de Ventas",1,"Soltero",7587,1,"No",15,3,2,0,10,1,3,10,7,0,9,49584.2319017686
52,"No","No_Viaja","Investigacion & Desarrollo",19,4,"Medicina",4,"Hombre",3,1,"Investigador Cientifico",4,"Casado",4258,0,"No",18,3,1,1,5,3,3,4,3,1,2,47857.540044571
26,"No","Viaja_frecuentemente","Investigacion & Desarrollo",1,2,"Ciencias de la Salud",1,"Mujer",1,1,"Tecnico de Laboratorio",4,"Divorciado",4364,3,"No",14,3,1,1,5,2,3,2,2,2,0,12873.87395618
29,"No","Viaja_Raramente","Investigacion & Desarrollo",27,3,"Medicina",2,"Mujer",3,2,"Representante de Salud",3,"Casado",4335,4,"No",12,3,1,1,11,3,2,8,7,1,1,12.6334871019862
26,"Si","Viaja_Raramente","Ventas",8,3,"Tecnico",4,"Hombre",2,2,"Ejecutivo de Ventas",1,"Soltero",5326,6,"No",17,3,3,0,6,2,2,4,3,1,2,22461.1089952644
34,"No","Viaja_Raramente","Investigacion & Desarrollo",1,4,"Ciencias de la Salud",2,"Mujer",4,1,"Investigador Cientifico",4,"Soltero",3280,2,"No",16,3,3,0,10,2,3,4,2,1,3,14303.9927112768
54,"No","Viaja_Raramente","Investigacion & Desarrollo",19,4,"Medicina",4,"Mujer",3,2,"Manufacturing Director",1,"Divorciado",5485,9,"Si",11,3,2,2,9,4,3,5,3,1,4,64168.6866828845
27,"No","Viaja_frecuentemente","Ventas",8,1,"Marketing",3,"Hombre",3,2,"Ejecutivo de Ventas",4,"Casado",4342,0,"No",19,3,2,1,5,3,3,4,2,1,1,53097.4216578136
37,"No","Viaja_Raramente","Investigacion & Desarrollo",10,1,"Ciencias de la Salud",4,"Mujer",3,1,"Investigador Cientifico",1,"Divorciado",2782,0,"Si",13,3,2,2,6,3,2,5,3,4,3,57098.0703422671
38,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,4,"Ciencias de la Salud",1,"Mujer",4,2,"Manufacturing Director",1,"Soltero",5980,6,"Si",12,3,4,0,17,2,3,15,7,4,12,34656.696140246
34,"No","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Medicina",3,"Mujer",2,1,"Investigador Cientifico",1,"Soltero",4381,1,"No",11,3,3,0,6,3,3,6,5,1,3,35743.9754972741
35,"No","Viaja_Raramente","Ventas",8,4,"Ciencias de la Salud",1,"Mujer",3,1,"Representante de Ventas",4,"Casado",2572,1,"No",16,3,2,1,3,1,2,3,2,0,2,21620.748599356
30,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",4,"Hombre",1,1,"Tecnico de Laboratorio",3,"Casado",3833,3,"No",21,4,3,2,7,2,3,2,2,0,2,18270.1175929241
40,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,2,"Medicina",3,"Mujer",4,2,"Representante de Salud",2,"Casado",4244,1,"No",24,4,4,1,8,2,3,8,7,3,7,38207.4240198802
34,"No","Viaja_Raramente","Ventas",8,2,"Ciencias de la Salud",3,"Mujer",3,2,"Ejecutivo de Ventas",1,"Casado",6500,5,"No",17,3,2,1,6,1,3,3,2,1,2,23320.9896849951
42,"No","Viaja_frecuentemente","Investigacion & Desarrollo",8,3,"Ciencias de la Salud",2,"Hombre",3,5,"Manager",4,"Divorciado",18430,1,"No",13,3,2,1,24,4,2,24,7,14,9,1026.06670487626
23,"Si","Viaja_Raramente","Investigacion & Desarrollo",6,3,"Ciencias de la Salud",3,"Hombre",4,1,"Tecnico de Laboratorio",1,"Casado",1601,1,"Si",21,4,3,2,1,2,3,0,0,0,0,44093.3906833963
24,"No","No_Viaja","Investigacion & Desarrollo",9,3,"Ciencias de la Salud",3,"Hombre",2,1,"Tecnico de Laboratorio",2,"Divorciado",2694,1,"No",11,3,3,3,1,4,3,1,0,0,0,53654.945255563
52,"No","Viaja_Raramente","Investigacion & Desarrollo",11,4,"Ciencias de la Salud",4,"Mujer",3,2,"Tecnico de Laboratorio",3,"Casado",3149,8,"No",20,4,2,1,9,3,3,5,2,1,4,38838.8716860978
50,"No","Viaja_Raramente","Investigacion & Desarrollo",2,3,"Medicina",3,"Hombre",3,4,"Director de Investigacion",3,"Casado",17639,5,"No",16,3,4,0,30,3,3,4,3,0,3,24085.7140036139
29,"Si","Viaja_Raramente","Investigacion & Desarrollo",1,2,"Ciencias de la Salud",2,"Mujer",2,1,"Tecnico de Laboratorio",1,"Casado",2319,1,"Si",11,3,4,1,1,1,3,1,0,0,0,70648.0808825173
33,"No","Viaja_Raramente","Investigacion & Desarrollo",7,3,"Medicina",3,"Hombre",3,3,"Director de Investigacion",3,"Casado",11691,0,"No",11,3,4,0,14,3,4,13,9,3,7,69077.9916427019
33,"Si","Viaja_Raramente","Ventas",16,3,"Marketing",1,"Mujer",3,2,"Ejecutivo de Ventas",1,"Soltero",5324,5,"No",15,3,3,0,6,3,3,3,2,0,2,82044.4082876515
47,"No","Viaja_Raramente","Investigacion & Desarrollo",2,2,"Otro",3,"Mujer",3,4,"Manager",4,"Casado",16752,1,"Si",11,3,3,1,26,3,2,26,14,3,0,67600.9239610634
36,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Otro",3,"Mujer",3,2,"Manufacturing Director",2,"Casado",5228,0,"No",15,3,1,1,10,2,3,9,7,0,5,75434.4632129796
29,"No","Viaja_Raramente","Investigacion & Desarrollo",23,2,"Ciencias de la Salud",3,"Hombre",4,1,"Investigador Cientifico",3,"Casado",2700,1,"No",24,4,3,1,10,3,3,10,7,0,7,52000.8429459037
58,"Si","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Ciencias de la Salud",4,"Hombre",3,5,"Director de Investigacion",2,"Soltero",19246,7,"Si",12,3,4,0,40,2,3,31,15,13,8,12333.8129942972
35,"No","Viaja_Raramente","Investigacion & Desarrollo",1,4,"Ciencias de la Salud",4,"Mujer",4,1,"Investigador Cientifico",3,"Soltero",2506,3,"No",13,3,3,0,7,0,3,2,2,2,2,17090.9633295502
42,"No","Viaja_Raramente","Investigacion & Desarrollo",1,2,"Ciencias de la Salud",4,"Mujer",2,2,"Manufacturing Director",4,"Casado",6062,9,"Si",13,3,4,1,8,4,3,4,3,0,2,49664.9885211653
28,"Si","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Medicina",3,"Hombre",3,1,"Investigador Cientifico",3,"Soltero",4382,6,"No",17,3,4,0,5,3,2,2,2,2,1,23147.3687565402
36,"No","Viaja_Raramente","Recursos Humanos",13,3,"Recursos Humanos",3,"Hombre",3,1,"Recursos Humanos",2,"Casado",2143,4,"No",13,3,2,1,8,2,3,5,2,0,4,39748.283610252
32,"No","Viaja_Raramente","Investigacion & Desarrollo",4,3,"Ciencias de la Salud",3,"Mujer",2,2,"Manufacturing Director",3,"Casado",6162,1,"No",12,3,3,1,14,3,3,14,13,6,8,46334.0434063589
40,"No","Viaja_frecuentemente","Investigacion & Desarrollo",16,4,"Medicina",1,"Hombre",2,2,"Tecnico de Laboratorio",3,"Soltero",5094,6,"No",14,3,4,0,10,6,3,1,0,0,0,17612.8917690124
30,"No","Viaja_Raramente","Investigacion & Desarrollo",2,3,"Medicina",3,"Mujer",2,2,"Manufacturing Director",4,"Soltero",6877,5,"Si",24,4,2,0,12,4,2,0,0,0,0,69159.7944382655
